,reviewContent,flagged
1711,"It's been a long arse day of traveling and all you wanna do is get into that hotel room for a minute and decompress. I had originally reserved at Hotel Burnham but due to a snafu on their part, they had to send me over to Hotel Allegro. So, into a cab I go for yet another leg of my journey (it was so close I could have walked easily but I didn't argue when cab fare was shoved in my hand.) I was a little annoyed at the change but all that was gone when I walked into the lobby. Hell-o there, gorgeous! If you've ever stayed in a Kimpton, you can expect business as usual here. Free wine in the evenings, ultra cool, plush, and fashionable digs, the best in technology (iHome, free wireless, HD flat screens), mostly helpful and pleasant staff, and room service orders you regret in the morning. I also really like their pens. They rank up there with Yelpstick as being an all time favorite tschotske. Highlights: - lucked out with a crazy huge room, super clean, very comfortable, and quiet - one bell hop in particular was a ray of sunshine and was supremely helpful with bags and directions - animal print robes for sassy relaxation times (see photo ;) Lowlights: - the other hotel sent over a bottle of wine for their mistake (how'd they know I'm easily placated with alcohol?) and I didn't have the minibar key to access a corkscrew. I called down to have it brought up and it never showed so I eventually had to go down myself. - valet parking is exorbitant (no self park) and other options in the area are nearly as bad. Best to leave the car out of it or plan for paying that much. - front desk staff can be a leeetle bit snooty. I paid $100 (with a lil help from my friend Mr. Shatner) and with taxes it was around $128 for a Friday night stay. I would definitely recommend if you have business in this area of the Loop or just want to stay somewhere with a fair amount of personality and pretty high standards.",N
2411,Thanks to Jenny Z. I got to stay in one of the four rooms she got from her Hilton Diamonds Reward Program and just the fact that they pulled four rooms for her the night or two before the rally makes me like them even more. The room was nice. I thought it was larger than other rooms I've been in but can't say how it compares to other Hilton locations. Also the beds were unbelievably comfortable and the bathroom was huge. They had a well stocked mini bar but the key was hidden from me and I was not allowed in. How well I guess we did have a tub of booze anyway! The hotel staff was very nice and tried to be as accommodating as possible. They were so busy but everyone was very nice and took things in stride. I arrived via cab and as soon as I got out I had four different men wanting to help me with one bag. They opened the doors and directed me to check in all with smiles on their faces and a ton of people with more luggage than I walking around everywhere. If I can expect this kind of service at every Hilton I will be a very happy girl!,N
2465,"Stayed here twice, once on business and once while sight-seeing. As others have said, it's a big, older hotel. Big means staff occasionally gets overwhelmed when everyone's arriving at the same time. Older means the rooms have dated (though nice) furniture and decor. Rooms are sizeable by downtown standards. Didn't try the fancy restaurants, but as for the others: The Irish pub was pretty good. The lobby bar was sloooow for table service. The executive lounge was patient with our group of 4 when we stayed there for 2 hours while meeting friends. Breakfast buffet was good and had huge selection but at an eye-watering price of around $30. For the price there are more modern hotels nearby. For similar old school charm I prefer the Palmer House Hilton several blocks north-- it's more conveniently located in the loop 1-2 blocks from all El lines.",N
1899,"I attended their NYE 2009 party and I had a fabulous time.  I really loved the way the hotel looked when you walked in and the fact that its in the middle of the city--a lot different then Naperville!  The decor is very nice and makes you feel good when you walk in.   The rooms were very nicely decorated; however, were kind of small (negative 1 star).  We didn't get a view from our room so that was another downfall.   Also, being NYE, we could totally hear our neighbors until 6 am in the morning partying.   I would def love to come back here for NYE 2010 just because I had so much fun with friends and our neighbors.  BUT, I would not stay here any other time just because the rooms were so small and the walls are thin!",N
2689,"Thinking about having your wedding here? Well, look at the conference schedule for Chicago first before looking into booking this hotel! I really wish I would have done this - I think it would have made our wedding experience at The James so much better My overall impression of The James, after hosting our October wedding (which mind you was on a Sunday) here is that they are out to make money. Conferences obviously bring a larger profit for a hotel than a wedding does. The American Association of Opthamalogy's annual conference was in town over our wedding weekend, and The James did its best to accomodate conference goers with rooms before our out-of-town guests. And they were more concerned with the set-up of their events in the hotel over our wedding weekend than they were with ours. Our rehearsal was dreadful! They wouldn't let us use the room where we were hosting our ceremony/reception for our rehearsal because the conference was hosting a meeting! Obviously a conference meeting is so much more important than someone's wedding day?! We had to hold our rehearsal in this tiny side-room, and it really made the next day stressful and awkward because no one knew where to stand during the ceremony! The wedding coordinator also insisted on showing us how to cut the cake at our reception, so many of our pictures of this moment from our wedding have this person in them. Seriously, we can figure out how to cute our down cake, we didn't need this person micromanaging. They also screwed up my gift to  my parents. I called them and emailed them ahead of time about having them put my parent's hotel rooms for the weekend on our bill, and they couldn't even do this right! They ended up charging my parents instead of me, and to make things worse they charged their wrong credit card and it caused a huge mess with the bank on their end. Seriously, what kind of people do they have working at the front desk? My final rant about The James was how slow communciation was during the entire planning process. They would take weeks to get back to our emails and sometimes we had to stalk them to answer our questions by calling them! And we couldn't book our band until the last minute because they took forever to get back to us regarding our sound equipment questions. The whole experience wasn't all bad though - the James did surprise us by letting us use one of their penthouse rooms for the weekend. It is a gorgeous space! It was really fun for my bridesmaids and I to use this to get ready the morning and it made for great photos! Our guests did love the food and the space - we received nothing but compliments on how great the day was and how much fun they had! I just wish everything wasn't so stressful leading up to the actually wedding!",N
413,"I am staying here while my condo floor is being fixed.  I got a good rate through AAA ($186, not bad for Chicago).  The room is nicely sized, and has a refrigerator and microwave, which is one reason I chose the hotel--makes it much more affordable to stay here the week, I don't have to eat out for every meal (and there is a Jewel across the street and a Trader Joe's a couple of blocks away).  There is free internet access, perfect to feed my yelp addiction.   Business center is open 24 hours, and printing and computers are free.  I came here late last nite after the yelp event, and they let me check in by phone, which definitely scored bonus points.  They have a fitness center (3 treadmills, 3 ellipticals, 2 bikes, free weights, and a multiuse weight machine for lat pulldowns, shoulder work, etc) and offer access to Crunch a couple of doors down.  They also have an indoor pool and hot tub.  Adjacent to Weber Grill, their room service is from there or Buca di Beppo.  Location is right at the red line, in the heart of or accessible to most everything.  Housekeeping was great this morning--I popped over to Trader Joe's for literally 15 minutes at most and they had come in and cleaned while I was gone.  Awesome.  Nutragena shampoo, conditioner, soaps, etc are a nice extra.",N
1731,Beautiful hotel. I walk dogs and have had the pleasure of walking in this hotel The staff is nice.  the rooms are a little small..but i guess if your going to be in a hotel you dont need a HUGE room. But they are Aokay!,N
3135,"Got drunk and could not drive so got into a cab and had the cab driver take me to a hotel that he recommends.  My Gf and I went through a hotel phase where we loved exploring.  I did not think that this guy would take me to a place that would cost me close to $500, but oh well, I enjoyed it very much.  The rooms were quite trendy and the entire ambience was great.  The room amenities were nice and the next morning I got up and went to the spa for a nice little morning.  The only thing I did not like that had nothing to do with the hotel, really, was this drunk idiot thinking he was some type of rapper walking in hammered and proclaiming he spent a lot of money at the clubs...umm, you are not alone, idiot, it's Chicago and everyone spends a quite a few dollars on the weekends.  I recommend this place to anyone.  This is the favorite of my GF and I!",N
2203,"My company hosted a 3-day seminar here so I had a room in the newer wing of the hotel for 4 nights on my boss's dime. The three stars represent my persepective as a paying customer, not as someone with an expense account (I would give them four stars from that perspective). First of all, the staff here are fabulous. My room was spotless every night when I returned to it. The banquet staff who catered our seminar were cheerful and seemed to honestly care that we were getting good service. Food was kept hot and replenished regularly, and the service was seemless. In that respect we were well taken care of. The service itself was definitely 5 stars. I do feel, for this caliber of hotel, that the management nickles and dimes its customers, however. My room was almost three hundred a night, and along with that cost, I had to pay $17.99 for wi-fi access, a bottle of Evian in my room was priced at $7, a 375ml bottle of Clos de Bois in the mini bar was priced at $24 (come on man! this stuff is just two steps up from jug wine), and they wanted $5 for a toothbrush, which most hotels give away for free as a courtesy to harried travelers who forgot theirs. We didn't bring enough power strips for the seminar and was charged $25 per day to use one of thiers. Had I the time, I would have just run to Office Depot to buy one instead of spending $100 of my company's money that could have gone into my bonus check. Lame. The location is very convenient, with lots of stores and restaurants nearby, but the area is a bit to hoity toity for my tastes over the span of 4 days. Michigan Ave. was off the hook last night with the Blackhawks Stanley Cup win - every sports bar in the area was spilling Chi-towners into the streets to hoot and holler about it. Just know you will be in the thick of things here. Also know that the hotel bar is quite popular. I actually could not get a seat at the bar one night, it was so crowded, but I ended up taking a cab to a less-toney part of town to drink anyway and be with my ""people."" Worth staying here if you aren't footing the bill for sure. Maybe a bit much if you are.",N
4939,"My boyfriend and I went here for our anniversary and really enjoyed our stay. The hotel is located right off of Michigan Avenue, which is really convenient for touring downtown Chicago. During the day we just roamed the city and were within walking distance of everything we needed. The room was extremely clean and spacious. The decor was up-to-date and modern. The staff was very friendly and accomodating. The main problem I had with this hotel was the parking. I know it is Chicago, and that I should expect it, but it was over $50 a day!! Totally outrageous when you're spending a decent amount of money on the room. If we stay here again, we will obviously plan accordingly and find different transportation.",Y
4651,"I bought this deal on Hotwire for $68 plus taxes.  A great deal for what I got.  But  as you can see I didn't pay a lot and didn't get a lot.  So with that said, I was pleased for a quick business trip.  Located reasonably to where I needed to be and comfortable rooms. I was a bit taken aback bit how SMALL the rooms were.  I'm glad that is was only ME in the room.  I did like the free WiFi and TV was very close to face...did I mention that the rooms were small? All-n-all, I'd actually stay here again...",N
5062,"I used to live in the city, now the burbs, but have to stay overnight in the city sometimes for business. I recently stayed in a standard king room at the James, at a rate of $170. Pros: - Great location for shopping and restaurants/food. You're within easy walking distance to the Oak Street area as well as regular Magnificent Mile shopping. Plus a short walk to the river. David Burke is the hotel restaurant, Grahamwich is around the corner, and across the street are Trader Joe's, Starbucks, and a gourmetish deli.- Overall decor is fresh, modern, clean.- Quiet rooms.- Friendly staff- Parking is expensive but if you go north just a couple of blocks on Rush there's $30/day parking (however it is not easy in/out).Cons:- At 3 pm my room wasn't ready and the staff person tried to upsell me another room at a higher rate. On the plus side, they took my number and called me when the room was ready.- The carpet in the room is odd: it has a higher pile than you see in most hotel rooms, and it's brown, so it appears to be dirty and dingy.- The bathroom was small but easy, modern and convenient. Kiehl's soaps and lotions. The bathroom lacked a fan (or else it was so oddly placed that it couldn't be found), which meant that there was a slightly damp or dank smell to the room. Not a huge deal by any means, but something I noticed.- This one is kind of weird but there's a huge, fluorescent light fixture directly above the bed, placed right above where one's head rests on the pillows. I thought this was so strange! It kind of made me paranoid that the fixture would fall on me. Not that it looked loose or anything. Just the placement - right over the head - was a little unnerving. Your own paranoia may vary.Finally, be aware that the hotel is not completely non-smoking; a few of the floors are for smokers. As a non-smoker, I did not detect the smell of smoke anywhere.Of course every hotel has its quirks and overall I'd definitely stay at the James again.",Y
1037,"I stayed here one night with my girlfriend. First, the good: The location is great and the River North area is blowing up so there are good bars and restaurants within walking distance. The bed was really comfy. The breakfast bar was nice. Quiet room. Now the bad: I expected the rooms to be nicer, but they had a spiced up Holiday Inn quality and came across as a bit dingy. The view was awful. The happy hour is nice, but way too crowded and not really worth it unless you're a huge cheapskate (not judging). But all in all, a nice place, especially if you can find a good deal online.",N
358,This hotel should not be stayed in by humans!   Front desk staff bad the only thing good ids the bell staff they are great should be at a 5 star hotel.  the rooms are bad!!!! the hostel rooms down the street woulsd be a beeter choice.  Stay on the street if you can,N
2686,"Beautiful rooms and great service. We visited a unique concept of a room, it felt like a stylish condo. Great bar, unique bathrooms, project room, sitting area, and master bedroom area. I hear the rooms are styled in different layouts. I can't wait to see more.",N
4818,"Disappointed. The Wit should feel the way I'd feel if I failed a test in school. From begining to end they failed in customer service.  I felt like an unwelcomed guest in a strangers home. When talking to a hotel Manager I felt unheard and undervalued. Bottom line I wanted a nice experience and ended up regretting I hadn't stayed somewhere else. Although, the bath tub was nice.",Y
5258,"This place is terrible. the front desk people are completely rude and need more experience when dealing with tousirts. The girls checking us in were slow, rude and did not seem to care that people are paying to stay there, which means, we are their business. The room was small and dingy. The workers were terrible and the only that seemed to empathize was a Supervisor. Never again!",Y
1536,"The staff was very pleasant and the location was nice; however our room was very cramped and somewhat awkward.  This could perhaps be because I requested a corner room, but the view was just ok and it was very clausterphobic.  The bathroom was very clean and modern with the stand up shower and rainhead attachment, but it did not overwhelm me.  Don't expect to think you got a great deal with the lower room rate because the cost to valet your car.............$43 dollars/night.  The final complaint is that I am pretty sure I got bed bugs from our bed.  I have what looks like a rash along the upper part of my arm that is driving me crazy.   I do not recommend this hotel at all.",N
841,I was robbed in the lobby and far from helping hotel staff were upset at me! On top of this rooms are very noisy from the L. Avoid. Many better options at this price.,N
641,"Great hotel. Stayed there three nights and enjoyed my time in Chicago. -Clean rooms -Great location (close to Michigan Ave, John Hancock, Navy Pier, Gino's East) -Great price w/ expedia (80/night for two queens, non-smoking) -Free internet if you plug your laptop into the network downstairs at their  business center. -Cookie at check-in -Only reason i won't give them five stars is because of the thin walls. We were able to hear music coming through from next door. But it really wasn't a problem.",N
1908,"The W: Very upscale youth hostel. Thin walls. High concept. Disco ball spinning in the main lobby. Comfy, modern lounge couches all over the lobby. Friendly front-desk staff behind hip-looking glass (or stone) lit from within.  Expensive drinks, and you have to wade through a clot of self-important people to get to the bar, but that wouldn't have been a problem if I'd seen the nicely-tattooed waitress earlier. My room was tiny (my traveling partner said his was huge), but super-stylish and comfortable. Nice TV, DVD player included, space-age design to the desk and all the electronics. Cheesy-yet-fun strip of disco lights under-lighting the bed. Cheesy-yet-fun inspirational saying on the wall instead of a generic abstract painting or seascape. Sadly, the walls are so thin that I could clearly hear the movie my neighbor had going -- though he/she probably had it too loud, it wouldn't have been so bad with real insulation. I'm surprised in the refurb they didn't fix that. It took 2 calls to the front desk to get it quiet enough to sleep. You can't beat the in-the-Loop location -- at least not by much. Overall, I'd stay again if the price is right, which it was on this trip.",N
5326,"I loved this hotel, it was very clean and the staff was very kind.  The only thing I would have hoped for was a little firmer mattress.  The mattress we had felt like it was all foam and not memory foam.  It was way too soft.  Other than that the city view out of our room window was unforgettable.",Y
3670,"I went on a Thursday afternoon at 1:00pm. The server was nice enough to take my picture and was friendly. The Palm court was lovely and well The Drake is just one of those classic hotels. However I've done tea at some four/five  star hotels and The Drake failed in meeting up to a high standard that one would expect from an establishment like The Drake. The bread was very dry on all of the sandwiches, the scones were cold, and the cream was lukewarm.",N
1022,"Overview: --Overrated hotel in a premium location. The Great: --Location - walking distance or cheap cab ride to a ton of great restaurants, bars, and sights. The Good: --Inviting lobby, pleasant staff though a few were a bit snobby, in particular the night deskman. --Nice bathroom, comfortable bed and desk chair. The Mediocre: --Room (excluding bathroom) was underwhelming in design. --No kitchen or bar though they have limited room service from Harry Caray's across the street. --Free cocktails 5-7pm in ""lounge"" is right idea with wrong execution; tiny little room packed with people and a line extending out the door. --Hot water (or lack thereof) - almost every morning my shower water temperature would waver between comfortably hot to lukewarm. Pressure is pretty low. --View - mine wasn't great but apparently some of the rooms are horrible. The Bad: --Free wi-fi / ethernet has inconstant speeds and required multiple logins every day, even when my computer wasn't moved - really aggravating. Same deal for my iPhone. I also got numerous vulnerability threat warnings from my Norton Anti-virus that makes me wonder how secure it is. --No blackout curtains! I had a corner room with a huge wrap-around window and awoke to bright sunlight every morning (not to mention a near total lack of privacy at night). Never had this issue in any hotel or motel I've ever stayed at. --Noise! - the hotel is sandwiched between a few different bars and the late night cacophony of yelling, bar music, trucks, car horns, and sirens is hugely distracting well into the early hours of the morning. I had to wear ear plugs despite being on the 5th floor. --TV had crappy HD signal with out of sync audio on every channel. And the remote was useless. --In room bar had standard inflated prices but the $7 bottle of Fiji water bedside was insulting. Don't even think of opening it; there's a 7-Eleven around the corner that sells exact same bottle for a fraction of the cost. Summary: --Not recommended. Looks much nicer in the website photos than it is. Rating on Yelp is bloated by at a least a star.",N
1151,"Stayed here for a 3-night stay for an annual conference. MAJOR problems with reservations.I booked a room 3 months in advance and was displaced to another hotel bc they ""overbooked""- I assume we were targeted bc our room was at military rates.  After a long flight & trudging through snow w/luggage I was NOT satisfied with this initial impression.  After many words were exchanged, we were shipped off to a sister hotel, brought back in the morning and rewarded with a suite on the 36th floor. Other than this initial migraine, staff was polite, facilities were beautiful, and conference was well-run.",N
5379,"It is expensive and spiritless. Our room was so expensive and had no windows. Ugly furniture, unhappy workers. It has a great location very close to Grant Park. Other than that there is nothing good at all. TRy to avoid if you can.",Y
2295,"There is one word to describe this hotel.  Functional, at best.   As a business traveler who stays at Marriot's all over the world- this hotel is just okay in my book.  Now granted- they are in the process of remodeling and they will have another chance to impress me when I stay here again in July, but for now?  Functional is the best I can say. From the time you pull up to the entrance- and you wait and wait and wait for the valet to come and get your car- to the mess in the lobby from the remodeling (bang, bang, bang!) to the front desk staff who acted like they were bothered that I was there, this place needs a major overhaul. The guest rooms are small and the one I was in had not yet been remodeled so it felt tired and old.  Room service for simple items took forever and no one ever did show up with the extra blanket that I requested. I also attended a banquet here and although the space was large and remodeled, there are certainly better banquet facilities in this city.  The banquet food was cold and tasteless and we couldn't get a refill of our water or wine glasses throughout the entire evening.  When we asked for additional rolls because there were not enough for everyone at our table- the server told us that it was ""planned that way"".  What?  They planned to have 5 rolls for a table of 8? On the positive side- this hotel is in a great location at Rush and Ohio close to all that a tourist may want to do in our fine city.   But as for me?  I think I'll let them finish their remodeling and give it another shot this summer to see if the ""facelift"" that they are doing goes deeper than just the surface.",N
742,"This place was awful and I do not intend to go back even if the company is paying for it. If you sign up for a package and misread the fine print and don't ask a question and they stick you with a charge, that's your fault. However I called down to the front desk and asked them specifically if my room (rate schedule in hotel speak) covered Internet charges. They said yes on Friday, but when I checked out on Monday I was pleasantly surprised with several internet charges that they're not taking off. Also - if you're expecting to sleep soundly til say 9, you'll be awakened by the sounds of their maintenance and renovation crews drilling things into the wall or dropping things on the ground. Which is something they don't tell you about when you check in.   Yes the beds are comfortable but there's another Westin on River North that's really easily accessible. Or there's about a dozen other hotels that you can pick from along the Magnificent Mile. Don't stay here. If you have a reservation, cancel it. Tell them I told you to. You'll end up paying way too much to be disappointed.",N
1251,"First--I did not stay at this Hyatt, I am basing this review on the customer service I experienced regarding clients that were staying at this hotel for a conference. Trying to contact a helpful person at this hotel is like pulling teeth.  I called to see what needed to be done to get welcome gifts placed in each guests room (about 10 guests).  I was transferred around on the phone a total of 6 times and still no one could answer my question.  I was told a manager would call me about it later---never got that call. Once I finally did get answers to my questions, I dropped the gifts off on a Friday to be placed in guests rooms over the weekend (I gave clear instructions to the manager with a list of full names)  She assured me that they would get these gifts in the room (mind you its $3 per drop off). I called on Monday to confirm the drop offs.  First time I called and asked I was placed on hold for 15 minutes.  I ended up hanging up, calling back and spoke to the same manager I left instructions with on friday---nope, no drop offs---and no explanation. So I had to go into bitch mode, to make sure these gifts were delivered ASAP (she actually asked me ""when would you like me to get them to their rooms?"" I wanted to scream: YESTERDAY!) Is it just me or shouldn't a hotel have exceptional customer service--atleast a hotel at the Hyatt level?  Very disappointing.",N
268,"Sorry but I feel I have to update this review.... I've now been staying here nearly two weeks and I have had precisely one shower that was hot. No more, no fewer. I don't know how the heat distribution works here but I would've thought that they could channel some of that energy expended on making the corridors into saunas (seriously I have to wait until I'm in the lobby to put my coat on or I'd boil in the lift) into heating some frickin' water. Secondly, my TV does not work. I only discovered this tonight as I had previously been too embarrassed to ask how to turn it on (it wasn't plugged in, but there were two wires and I followed the wrong one and... it's embarrassing, I confess). I was right to not ask because the front desk man was rude and unhelpful and told me there was a switch and there wasn't. The TV sounds like it's got some doppler effect going on, but I'm sitting still. Sometimes there is no sound. SOMETIMES THERE'S LOADS. I don't even particularly want to watch some strange show about tim roth reading the body language of psychotic criminals (can someone tell me what that is??) but at least if I turn it on I'd like to hear all of it or none of it, not half of it. If you open the fridge just once, it hums all night. I think it's to keep the dripping tap company. Again, rant over. I'm still giving it three stars because I understand it's bloody good value and having just got out of the cold shower, talked to a rude man and turned on the broken tv, i'm not in a very objective mood. but really. no.",N
2754,"We really enjoyed staying at the James.  The decor is very sleek & minimal, like a ""W"" Hotel but with better lighting.  The room was well designed and had lots of nice little features, including two comfortable spots for reading and an iPod dock that my husband was glad to see.  Despite its downtown location the room was relatively quiet and it's certainly close to lots of hot spots.  We found the staff to be very helpful and pleasant.  We took advantage of the free wifi in the room and it was hassle-free, and we also used the free PC's downstairs to print our boarding passes--all very convenient.  We also loved the library of interesting books, plus the assortment of available guidebooks, WHERE Magazines, etc.  All in all we had a great time and have already recommended the hotel to our friends at home in San Francisco.",N
2882,"This entry is for the FOOD at the Sheraton as prepared by the hotel kitchens, not the separate restaurants in the hotel.  There is so much discrepancies between the facilities and the food, that I felt each needed to be reviewed independently.   I ate at the Sheraton for 3 days: 2 breakfasts, 2 lunches, 3  pre dinner appetizer affairs, and one sit down dinner. Continental breakfasts were a 2 stars ho hum...The bagels, pasteries, juices, etc are things you find in any hotel lobby.   Coffee was very dark roast.   Why people associate quality coffee with dark roast is beyond me.   I roast my own coffee beans, and roasting beyond the second crack of the beans destroys all the subtle flavors. Lunches were 4 stars and much better:   We had pork tenderloins, pot roasts, mac and cheese, numerous green salads, cooked veggies, tomato bisque, and a wide selection of desserts.   The apple pie here is one of the best I have tasted.  Not too sweet but the apple flavor dominated, not the sugar.   The pot roast was excellent.   Yes a comfort food, but they nailed it here.    Food was prepared well in nearly all cases, a couple of times there was a miss but there  was enough variety.   The misses?...surprisingly, the soups here are weak. The pre dinner appetizers were also 4 stars.   The entrees included shrimp scampi (with the very large cocktail shrimp, not the Red Lobster shrimp McMiniNuggets size), filet mignon medallions (quality of their beef is 5 stars...very tender even when rare),     Had roast lamb (it was tender and seasoned great), roast turkey breast, two types of risottos, a brie pastry ..a foot and a half in diameter, an assortment of grilled veggies, several types of finger food desserts, calimari, and on and on.     It started to come close to Wolfgang Pucks catering down the street, but no cigar. Dinner was also 4 star quality overall.   Salad was good not especially memorable.   The soup was a spicy scallop Asian fusion thing that was tepid.   Is that a new direction in Asian fusion or was it just sitting too long?   We had surf and turf, a white fish...that was overcooked and dry, but the beef filet about 1.5 inches thick was superbly cooked.  It was a cumin based, southwestern oriental flavor.   Again Asian fusion influence in the kitchen, and it was excellent.   It obviously was grilled correctly, charred and singed on the outside....uniformly medium rare on the inside....deep red but not raw....really well done.   The desserts were a mixture of different things...fruit compote, a tart, a scoop of ice cream coated with toasted coconut, almond mixture. Although the Sheraton kinda misses on the soups and fish, they do buy high quality beef here and it shows.  The pork and lamb were also prepared with expertise.    This is a real meatlovers place to go.",N
2948,"My Boyfriend and I spend our NYE here. The pictures on their website are deceiving. They told us that we could get an upgrade if there was one available, well we got the upgrade but the room was not what one would expect for a $200/day stay. They don't give you a shower cap or bath soap you have to call and request it. It took 45 minutes to arrive. The maid who brought it up looked like she just woke up and was sleeping in the linens or something. She looked at me like she was so pissed when I asked her if she could bring me an extra bath towel. The 1st thing I noticed when I walked into our room was a stain on the bed covers, that is not cool. Some one did come up and change it. Yes she brought new linen and everything but as she was putting that new linen on I noticed a blue ink stain on it, and I didn't care but about it, at least it wasn't a bodily fluid stain like the previous one. But in front of my face she just flipped the covers over, so that the side with the stain wouldn't show...disgusting. I have put some pictures up of the bathroom, why was there mold in the bathroom of a supposedly 4 star hotel room. The concierge's desk, what a B****. She told me the night we checked in that I could pick up some breakfast coupons from her, and when I went to pick them up the next day the B**** was like I don't even know what you are talking about we don't have such a thing as a breakfast coupon. I was so pissed. This place needs to seriously upgrade their rooms and get new maids that aren't so crabby.",N
4804,"This is in regards to Rooftop @ the Wit. Wow! Go there! Such a cool place to party, have drinks and socialize. I've been there a number of times with friends, and they're always blown away by its awesomeness. It feels like you're in LA or Miami when you're in there (unfortunately the drink prices make you feel that way too). It gets crowded on weekends, so go early and have a ball!",Y
2332,"Definitely not my favorite hotel to stay if I expect to find peace and quiet.  The lobby area and outside the rooms is very busy all the time and therefore, quite noisy.  The location is convenient though.",N
2312,"So I guess I was definitely paying for location since the website made the rooms look majestic - plush beds and gorgeous views of the Chicago skyline at night. Unfortunately, for $199 a night internet deal (back in 2003), my room I rented for 4 of my friends to celebrate my birthday was super tiny. Also, when I set up reservations, they asked an odd question where I had to put another person down for the credit card hold.  So when I checked in they requested my card and my friend's card which didn't make any sense since I was the person who was paying the whole bill. Anyway, it didn't really matter since we only needed a place to crash. Afterwards, the billing was screwed up and I noticed on my bank statement that I was double charged for the room so I had to call my bank for them to withhold the charge and speak to  a Marriot resident regarding the billing error. Marriot didn't give me much of a hassle regarding the fees but a little attention to detail would be nice.",N
2080,"Spent 5 days in this hotel and loved it. They did an excellent job catering my son's wedding reception, in their lovely reception room overlooking the downtown and river. The staff were always polite and helpful. The location was excellent and convenient to downtown. Room prices, for the wedding guests, were very reasonable. Many rooms have been re-done nicely. Some still need fixing up. Ask for one of the new ones. If you're doing a downtown wedding in Chicago, look into this place!",N
5542,"Staff was very friendly and knowledgeable. Room was clean and well decorated. Bathroom was more unique then most hotels and where there was not carpet there were hard wood floors! very unexpected. Very Quiet, Definitely Located in the business part of Chicago. Got a Shedd Aquarium VIP package with room and the overall price was fantastic I almost felt like I was robbing them. Hot Tub and Pool were small but no one was using them anyway so there were no complaints. Breakfast Buffet was I have to say the best I've ever had in a hotel before (and free). Wide variety and the wait staff took very good care of everyone. I had a good time.",N
339,"My first impression of this place was that it was very basic, which was fine for about $70 a night in downtown Chicago. And that would have been fine, except that I woke up the next morning with a COCKROACH on my FACE. Possibly the biggest cockroach I have ever seen, and the laziest. I think it may have just wanted a good night's sleep. It waited for the front desk attendant I called, crawling from my pillow to the middle of the bed. The attendant cheerfully informed my boyfriend and I that it ""must have come from the restaurant below."" Needless to say, our vouchers for free breakfast were returned with the key.   I'm pretty sure the elevators are broken. Or just really slow. I waited more than ten minutes for a ride down and ended up having to lug my stuff down the stairs. We got a small discount on the hotel rate, $18 off for ""customer dissatisfaction"" because of the cockroach incident. Sorry guys, $18 off doesn't cover it. There's a decent looking hostel down the street. There's a bunch of nicer hotels within a block or two of this place. My recommendation is: anywhere but here.",N
5014,"Needs help.. The first room did not have a bath tub, the second room reeked of smoke (and we were on a nonsmoking floor) and desperately needed some touch up (paint chipped, dirty carpet)  finally we were upgraded to ""the tower"", in a very nice room with a soaker tub. Problem here was that there were no curtains and the only window treatment was a see-through shade, so at 7am we were wide awake... The television signal (although in HD) was breaking up every 30-45 seconds, the shower water pressure was very low.Katie at the front desk was lovely and because of her help made our stay.Having worked in the hotel business for over 12 years, this is a property that has fallen in disrepair, the elevators have cracked or missing mirrors, scratches and paint chips are patched lazily, leaving marks. The details are not being tended to and if this is not addressed I wish them good luck in this competitive hotel market. Would not recommend this hotel, there are better hotels in Chicago.",Y
1452,"It may not have the same celebrity rep as the ""Peninz"" down the street but this hotel is fantabulastic!  It's clean, trendy (but not TOO trendy)and the rooms are a cute suite-style with a separate ""sitting/pullout couch"" area.  A major star for location - right on Michigan Ave in the Magnificent Mile Zone. My favorite part of the Omni is it's lounge - it's a swank but comfy bar on the 4th level.  The lounge looks over Michigan Ave so you can check out all that hustle and bustle while you cocktail!  Totally reminds me of why I like drinking in hotel bars - guess I will have to go on a new party circuit ASAP.",N
3168,"solid place again, the service was outstanding. The crowd is getting a little more vegasy but what can you do.",N
1460,"I love the Omni. Staff is really friendly and they make sure you have a great stay. Before you go there definitely sign up for their Select Guest Program. (It's like one of those mileage program or hotel loyalty program. No fee) Once you sign up without doing anything your already a Gold member which means  you get complimentary Wi-Fi (really, all hotels should have free Wi-Fi), pressing service, shoe shine, morning beverage delivery, bottled water on the day of arrival. And the morning beverages are great, you get 2 beverages of your choice including coffee, tea, orange, grapefruit, tomato, apple juice, bottled water or hot chocolate. The gym isn't huge but it has lots of elliptical machines and treadmills. It's only open from 6am till 11pm though. There's also a pool and hot tub but according to my friend there's a high level of chlorine. It's on MIchigan Avenue which is like 5th Avenue in New York so it's close to everything. I especially liked going to get breakfast at the Pierrot Gourmet  (http://www.yelp.com/biz/... ) The rooms are all suites so you will have a living room with 2 arm chairs, desk and a sink with flat screen tv, bedroom with a tv and bathroom. I also got a mini fridge and a microwave because my stay was a little long. (no fee)  There was a waiting list but it became available in like 2 days. There are no charge for the fridge but you need to request it.",N
3685,It's not the intercontinental but it is okay. I saw a program on tv about people dying in the hotel in the past. That's the reason I never wanted to stay there and check out the service. It's creepy looking which I like but the murders and the whole ghost thing freaked me out.,N
